Population,Birth rate,Death rate,Life expectancy,GDP per capita,GDP,Density,Year,Years ahead,Target_Growth_Rate
33026,12.9,7.3,76.8268,74853.9,2483950000.0,207.4,2000,10,8.780960455398777
8481771,11.888,1.403,76.332,33893.3,290000000000.0,120.388,2010,5,5.130155011258852
30851606,40.037,12.621,50.921,397.483,12705400000.0,56.1629,2000,10,34.57288090610259
14718422,40.292,10.789,55.564,478.669,6959660000.0,154.217,2010,5,15.086671655426104
47818,,,,,,236.735,1990,10,21.774227278430715
248083732,16.7,8.6,75.2146,23888.6,5960000000000.0,27.2545,1990,10,13.831951705724904
718586,47.1,18.09,46.341,378.317,241081000.0,62.969,1980,10,44.81439938991297
9795744,15.0,12.5,69.4402,,,127.58,1970,10,4.842062022037326
679327,19.876,7.649,74.79,4232.02,2154310000.0,74.178,1980,10,16.070758265165377
120905,41.927,8.323,65.566,435.69,53233500.0,5.35651,1970,10,20.03887349571978
46788591,13.3,5.2,75.9098,11947.6,562000000000.0,487.333,2000,10,4.326804797348995
9131361,47.417,17.005,49.454,351.979,3101300000.0,32.2041,1990,10,30.132715156043005
4669708,56.948,28.442,35.883,144.085,649917000.0,3.56094,1970,10,32.19621012705719
224957,41.126,8.683,61.529,963.842,215089000.0,743.86,1990,10,25.58266690967607
2895224,42.914,14.973,51.734,306.833,874000000.0,29.5728,2000,10,38.84784044343374
8861895,46.231,15.992,49.34,253.567,2215030000.0,38.391,1970,10,33.890618202991575
23162269,42.56,10.187,57.406,361.328,8572360000.0,41.685,1990,10,33.1976845619054
8980606,14.5,11.1,71.1576,2238.8,19839200000.0,80.1007,1980,10,-2.3698623455922685
45737753,26.45,7.289,64.432,682.93,32353400000.0,92.7293,1980,10,20.75016015762733
4508992,37.486,11.679,56.394,778.448,3573960000.0,221.58,1980,10,19.032790477339503
77958223,29.606,5.432,68.793,1038.91,81026300000.0,261.568,2000,10,21.394121566880763
28554415,22.236,6.341,68.684,1334.94,38857300000.0,64.5164,2000,10,13.694729869268905
19665502,35.671,10.402,57.002,258.471,4983020000.0,84.7273,2000,10,30.048645592672894
33739933,35.475,8.122,62.764,1489.88,65634100000.0,,2010,5,13.133532304287623
48616317,45.965,15.955,50.041,405.216,19088000000.0,20.7785,2000,10,36.561675373311395
43054,17.1,7.1,,,,31.0437,1980,10,10.277790681469783
23132,,,,,,402.083,1990,10,15.956251080753933
10895063,18.149,6.194,75.041,4141.98,44050900000.0,68.4555,2010,5,6.08271838354675
5958482,24.931,6.772,68.875,2001.54,11784900000.0,284.167,2000,10,2.61059779990944
63447,11.8,7.3,79.2885,88207.3,5744410000.0,1206.0,2010,5,-0.4775639510142323
1437539,42.682,11.256,55.956,594.152,782915000.0,130.208,2000,10,34.76330033480831
5176209,11.0,9.5,77.4659,24253.3,126000000000.0,16.994,2000,10,3.613880351430941
41928849,36.404,11.512,59.563,,,133.352,1970,10,26.328938817280672
4179350,10.983,8.289,74.403,1467.78,5505890000.0,73.2652,2000,10,-8.811465897807075
780430,28.888,6.557,65.379,1835.13,1337020000.0,39.8781,1990,10,6.673116102661353
8980606,14.5,11.1,71.1576,2238.8,19839200000.0,80.1007,1980,10,-2.3698623455922685
164905,17.784,4.864,77.941,30700.4,4895000000.0,295.267,2010,5,1.8634971650344136
9126605,42.919,10.113,57.228,234.236,2032140000.0,337.835,2010,5,17.537112650322875
4491202,13.2,9.8,78.6341,38146.7,171000000000.0,12.2958,2000,10,8.873771431345105
22337563,28.145,4.495,72.108,,,116.335,2010,5,-14.022948698566626
589324,18.621,6.741,73.13,,,42.5731,1980,10,5.44997318962065
50106,20.6,7.6,63.4498,9483.17,476055000.0,0.146912,1980,10,10.96275895102383
223752,26.075,6.167,67.488,6340.73,1335300000.0,21.0381,1980,10,20.972773427723553
1215930,17.0,6.7,71.6634,3929.08,4663310000.0,584.667,2000,10,5.543082249800564
4394734,29.1,6.9,68.2976,609.173,2675000000.0,22.8947,1990,10,12.297627114633105
204468,19.7,7.1,73.9339,2580.23,527497000.0,2.03928,1970,10,11.6375178512041
14543121,27.688,5.15,71.481,2825.52,41338500000.0,136.529,2010,5,10.02526211533274
7686401,45.725,15.711,49.249,408.77,3285220000.0,10.8111,1990,10,28.683580260774843
2695003,38.14,9.286,60.706,491.843,1293650000.0,2.55188,2000,10,26.881528517779014
317234,41.329,9.998,61.425,501.139,142247000.0,70.4335,1980,10,14.919270948259014
1088486,30.694,6.505,67.186,3656.95,3998960000.0,73.5389,2010,5,10.778916770633707
14172710,23.9,8.0,66.6244,,,5.48067,1980,10,19.007324640100588
35611,,,,12377.4,446416000.0,76.7383,1980,10,50.428238465642636
2400729,17.6,4.9,72.1902,4928.14,11896300000.0,3602.9,1980,10,25.887136782202408
81720428,28.802,5.447,70.866,3112.27,261000000000.0,43.1817,1990,10,19.76618869397013
23969,,,,,,,1970,10,33.455713630105556
126803861,9.4,7.7,81.0761,38532.0,4890000000000.0,347.992,2000,10,1.0264435086877994
10698679,13.9,13.6,69.0617,,,119.132,1980,10,-3.01616676227037
148177096,33.425,10.592,57.995,491.58,72482300000.0,81.3923,1980,10,22.93389391299719
458251,27.608,6.253,68.583,1259.32,539227000.0,106.25,2000,10,13.73941355283458
1998630,30.952,16.21,47.691,436.488,887295000.0,66.9567,2000,10,1.206676573452815
2913399,12.001,6.841,76.562,4094.36,11927000000.0,106.315,2010,5,-1.061234660957871
679327,19.876,7.649,74.79,4232.02,2154310000.0,74.178,1980,10,16.070758265165377
85695,16.547,6.055,75.823,13092.1,1152470000.0,200.064,2010,5,4.954781492502479
2101530,9.4,14.3,73.4829,11326.2,23757400000.0,33.7011,2010,5,-5.214058328931778
5267970,25.405,7.214,66.657,4439.2,22583200000.0,10.8255,2010,5,9.462107794843174
20905254,36.525,8.322,62.152,335.118,7198360000.0,19.3601,1970,10,25.21347504316379
1697780,38.81,12.851,56.936,,,1.08758,1980,10,27.309368705014787
38170501,22.6,7.3,66.0463,1704.47,64980800000.0,395.229,1980,10,15.586743281153161
44089069,34.522,11.204,58.667,1564.25,68789300000.0,57.1391,1980,10,23.214536464809452
365392,15.2,7.8,76.7861,7191.92,2547160000.0,1106.78,1990,10,9.2558129351491
7678729,11.8,10.8,75.5683,21681.0,166000000000.0,92.9747,1990,10,4.3197122857181185
7132438,12.6,6.0,82.978,32550.0,229000000000.0,6689.71,2010,5,3.7490686915189446
68346,,,,4787.78,333469000.0,92.8667,2000,10,0.5984256576829661
13562371,42.219,13.678,54.174,552.18,7432220000.0,10.5155,1970,10,28.977492209879824
3827108,15.59,7.48,76.6893,16192.1,61701800000.0,429.606,2000,10,-2.852963647746549
23969,,,,,,,1970,10,33.455713630105556
4973883,19.1,10.2,70.4085,,,103.53,1980,10,5.778624064940812
1463563,48.57,24.867,39.338,,,14.5425,1970,10,32.01816389181744
1453620,,,,,,,1980,10,46.15986296281009
150882,36.084,7.117,64.721,1080.67,158397000.0,12.024,1990,10,27.30080460227197
1272748,46.683,20.733,43.156,,,12.9797,1970,10,30.26789278003187
1410296,15.206,7.77,71.946,16683.4,22157900000.0,258.898,2010,5,3.536917072727995
63328,18.659,6.98,71.52,7348.21,459469000.0,142.109,1990,10,18.51787518948964
1014048,29.839,3.654,68.213,42764.5,43598700000.0,14.3552,1980,10,87.38274716778693
2061831,22.1,5.2,68.2794,925.804,1920590000.0,3096.28,1970,10,16.436749665709748
248083732,16.7,8.6,75.2146,23888.6,5960000000000.0,27.2545,1990,10,13.831951705724904
67705186,34.809,6.899,66.553,3027.38,205000000000.0,34.8576,1980,10,20.700396569326315
40636,,,,5396.53,217259000.0,154.842,1990,10,11.873708042130131
22337563,28.145,4.495,72.108,,,116.335,2010,5,-14.022948698566626
113813,19.963,7.248,70.809,3676.44,396261000.0,276.369,2000,10,-3.9582473003962644
59822450,9.5,9.9,82.0366,35849.4,2130000000000.0,201.528,2010,5,0.6861236876791238
6319199,46.147,10.967,58.814,337.04,2140380000.0,34.5551,1970,10,40.824082292708304
1859091,35.173,7.878,67.917,748.957,1404780000.0,173.189,1970,10,14.87043937063866
48879755,7.8,15.4,67.6756,635.709,31261500000.0,84.8811,2000,10,-6.539998001217477
5958482,24.931,6.772,68.875,2001.54,11784900000.0,284.167,2000,10,2.61059779990944
2161433,32.224,10.058,60.268,1172.44,2560790000.0,1.4059,1990,10,13.39602014034208
6656725,33.829,5.239,70.689,1080.46,7103510000.0,58.7587,2000,10,26.95331412969591
1122198,46.279,15.551,50.404,182.553,209348000.0,1.11262,1970,10,34.262759334805445
8411676,47.141,23.205,41.343,,,11.4738,1970,10,35.68743018632672
2209731,45.364,19.403,46.046,,,21.5522,1990,10,31.021558732714528
822534450,33.43,7.6,59.085,113.163,92603000000.0,87.1637,1970,10,19.432379519180017
28127,24.9,2.8,74.522,,,579.412,1990,10,5.272513954563231
2612205,21.372,6.52,74.142,3384.69,8985350000.0,245.125,2000,10,4.658554745894752
71057,23.1,7.7,68.1073,5302.84,368585000.0,151.102,1990,10,12.67010991176098
81551677,9.3,10.2,77.9268,23718.7,1950000000000.0,235.597,2000,10,-0.27784468491064873
145133,41.365,6.621,69.577,1373.09,197938000.0,6.31982,1980,10,25.80805192478623
311182845,13.0,7.995,78.5415,48466.8,15000000000000.0,33.8157,2010,5,4.314161662735618
10202055,9.6,13.3,71.2463,4633.31,47310600000.0,113.936,2000,10,-2.109673002154958
28715022,20.786,5.56,73.134,13825.4,393000000000.0,32.243,2010,5,6.319667803144988
7776,,,,,,161.232,1980,10,261.71553497942386
5363271,11.4,9.5,79.8707,46202.4,248000000000.0,17.6484,2010,5,2.1664018096419144
2450979,19.307,7.688,62.869,474.217,1136900000.0,1.54318,2000,10,10.262878629315061
2197383,48.245,18.87,46.568,120.054,253977000.0,38.8954,1970,10,29.158640073214364
19017963,13.0,6.7,79.2341,21679.2,415000000000.0,2.49313,2000,10,15.780896197978722
68755,13.1635,8.29595,,6967.25,493824000.0,94.504,2010,5,1.8209584757472184
9204938,54.636,18.588,48.532,,,15.0423,1980,10,45.30375978632338
150385,,,,,,325.989,1970,10,4.299630947235429
282509,43.264,21.094,44.127,202.629,50642900.0,8.91012,1980,10,64.79085622050978
24925554,21.4025,5.50084,67.156,558.227,13760500000.0,57.9464,2000,10,14.798760340492331
6931258,28.564,3.832,73.428,3656.45,26551500000.0,81.7925,2010,5,36.97724136080348
117624196,13.5,6.1,76.0917,9465.38,1110000000000.0,318.815,1980,10,5.153807810086965
6452787,44.703,19.167,46.523,177.921,1160000000.0,13.7923,1970,10,32.03428224114634
642224,38.134,26.71,34.419,,,40.3433,1980,10,18.043860086200453
5163590,9.3,4.4,81.5415,47237.0,240000000000.0,7231.81,2010,5,9.420345147465232
4492638,13.8,10.0,68.2005,,,78.917,1970,10,4.173628055498796
2824061,22.1,8.8,71.2732,2356.54,6623530000.0,10.6745,1970,10,11.441218868855877
34945469,48.97,21.337,43.747,,,35.1417,1980,10,37.00795659660484
7096194,35.336,12.597,56.099,709.06,4867580000.0,6.33697,1990,10,21.088234058989933
705516,19.397,6.414,68.384,2312.86,1585470000.0,17.9842,2010,5,5.351827598523634
802786,48.385,6.221,65.715,3860.55,2873980000.0,41.7761,1970,10,86.08570652701965
6319199,46.147,10.967,58.814,337.04,2140380000.0,34.5551,1970,10,40.824082292708304
78294583,13.4,12.5,70.6398,2750.72,215000000000.0,223.897,1970,10,-0.6486783383213114
28554415,22.236,6.341,68.684,1334.94,38857300000.0,64.5164,2000,10,13.694729869268905
878360,39.547,10.366,59.002,497.131,439646000.0,59.4732,2000,10,23.922537456168314
10223270,25.008,7.448,68.007,1955.46,19649600000.0,9.27591,2010,5,8.47884287512704
244016173,20.795,6.653,69.205,3122.36,755000000000.0,133.494,2010,5,6.178195819831991
26708686,46.296,18.555,46.363,546.112,14394900000.0,11.627,1980,10,34.74096404443109
108185,14.4,6.0,76.6195,,,310.406,2000,10,-1.8884318528446642
3419461,36.502,8.33,62.527,1241.43,4337790000.0,3.39012,2010,5,15.404737764226583
4241636,14.4,10.9,76.5373,28242.9,120000000000.0,11.6127,1990,10,5.883720338095961
17492406,36.1,9.807,60.24,1033.42,18134000000.0,13.7091,1980,10,26.392555718178507
3815561,23.626,6.949,66.187,,,73.4478,1970,10,10.0708388622276
23842803,23.09,8.97,66.483,1322.59,31584200000.0,8.72607,1970,10,17.539884048029084
17492406,36.1,9.807,60.24,1033.42,18134000000.0,13.7091,1980,10,26.392555718178507
4548434,9.8,11.2,72.8078,4873.05,21774300000.0,79.9195,2000,10,-3.951953573471661
644582,33.702,6.828,63.997,1892.89,1202570000.0,34.7732,1980,10,21.07536356894856
44816108,16.779,5.247,75.424,6326.55,286000000000.0,40.7595,2010,5,5.140160765410508
528731,47.568,24.932,37.868,112.609,52296800.0,45.8903,1970,10,35.90767327809415
4222374,45.447,26.949,36.655,,,16.9079,1970,10,17.76808496831403
298084,37.276,7.479,61.215,,,3.30208,1970,10,240.18867164960213
758106,41.933,16.58,48.492,,,49.6176,1990,10,15.86242557109428
759051,25.704,7.638,65.242,954.404,712668000.0,3.79332,2000,10,-1.4648554576701698
38416,21.1,7.4,,,,27.9434,1970,10,12.073094543940025
3292224,16.329,9.417,74.731,6875.02,22823300000.0,18.9678,2000,10,1.8354461907816724
11305206,47.184,14.743,52.234,176.954,2437670000.0,,1970,10,47.485910473457984
2862903,36.301,9.985,60.999,,,6.12178,1980,10,29.947748840949206
6172215,40.985,11.887,58.203,471.631,2862500000.0,21.9238,1970,10,31.814024624871294
2216903,41.094,6.832,66.207,1644.26,3910040000.0,26.9492,1980,10,57.002223371974324
211089,28.411,5.428,68.704,15913.6,3181210000.0,54.6189,1990,10,18.872608236336333
56351,15.3,9.0,70.8571,43988.3,2503160000.0,0.138641,2010,5,-0.8092136785505138
7193533,,,,,,,1970,10,8.111132596458512
45538332,24.588,9.864,60.063,190.606,8905070000.0,71.4871,2000,10,8.460248390301164
4265172,12.063,11.68,69.902,749.896,3057420000.0,71.3309,2000,10,-10.042760291964779
9811347,45.644,11.724,58.201,330.885,3281710000.0,22.6764,1970,10,39.15896563438231
8871043,10.2,10.5,79.6439,29323.2,260000000000.0,21.6214,2000,10,5.756775161612902
2061831,22.1,5.2,68.2794,925.804,1920590000.0,3096.28,1970,10,16.436749665709748
78294583,13.4,12.5,70.6398,2750.72,215000000000.0,223.897,1970,10,-0.6486783383213114
9731427,11.4,14.5,70.4049,6181.4,58665100000.0,46.7747,2010,5,-0.31668531244184434
2093828,11.114,9.511,74.662,4542.9,9407170000.0,82.1071,2010,5,0.6750315689731917
1713504,11.25,1.211,79.108,67403.2,125000000000.0,159.89,2010,5,40.91434860963266
29726,,,,21028.4,686787810.0,34.3789,2010,5,22.915965821166655
38504431,9.9,9.6,73.7488,4492.74,172000000000.0,124.91,2000,10,0.2413280694889375
222555,38.264,7.081,63.449,,,308.123,1970,10,62.9237716519512
20579100,33.7,6.1,66.481,651.419,13360600000.0,48.2134,1990,10,21.120719564995554
1283330,12.0,7.3,72.9673,8000.38,10003700000.0,615.961,2010,5,0.7654305595598949
4085776,12.5,10.1,75.6717,15772.2,64439400000.0,11.186,1980,10,3.8146976241477755
99047,28.31,7.968,69.598,2886.91,278099000.0,283.326,1990,10,8.46567791048694
17658381,37.755,7.063,66.011,10326.9,180000000000.0,39.8269,1990,10,39.47404351508782
577173,39.777,10.72,56.678,766.141,452328000.0,25.4701,1990,10,28.563359685917394
281462,15.3,6.5,79.6537,32018.1,9003640000.0,2.80504,2000,10,13.099814539795782
12839771,36.464,13.679,50.64,948.332,12041700000.0,32.8234,2010,5,10.242908537854763
6181227,16.1,9.2,73.0202,,,156.367,1970,10,2.230722152737636
2737619,24.8,6.7,71.5355,1852.35,5034700000.0,306.426,1970,10,17.422037179023086
4803254,22.2,6.8,76.6073,12644.9,58925400000.0,215.342,1990,10,27.350292114470733
13618192,48.185,18.201,46.784,,,15.2805,1970,10,41.70500019385833
5508297,33.993,9.546,59.265,602.187,3521340000.0,12.9126,2000,10,37.669936824394185
148005704,13.4,11.2,68.8861,3485.11,517000000000.0,9.04774,1990,10,-0.7843380144322004
4584067,44.073,23.594,39.441,138.699,635874000.0,63.5158,2000,10,40.414570729441785
16004763,35.799,4.913,69.078,7246.02,118000000000.0,7.55169,1990,10,34.631109501590245
33178,,,,150585.0,5362650000.0,17806.0,2010,5,10.796310808366991
106142,14.8,6.6,77.9659,40043.2,4339000000.0,309.594,2010,5,-3.1457858340713387
317234,41.329,9.998,61.425,501.139,142247000.0,70.4335,1980,10,14.919270948259014
241397,21.736,8.833,68.65,,,555.572,1970,10,5.0448017166741925
214072421,21.773,7.475,65.772,780.19,165000000000.0,116.757,2000,10,13.987673825578867
53569,11.9,,,18878.5,1029050000.0,115.977,1990,10,23.386660195262184
1697780,38.81,12.851,56.936,,,1.08758,1980,10,27.309368705014787
221537,21.4,5.1,75.1634,12579.6,2682350000.0,11.6647,2000,10,18.005570175636578
204468,19.7,7.1,73.9339,2580.23,527497000.0,2.03928,1970,10,11.6375178512041
1331535,11.9,11.9,75.4293,14638.6,19490900000.0,31.4101,2010,5,-1.2675596210388762
2392030,25.33,6.6,73.204,1897.69,4592220000.0,223.445,1990,10,9.204525026860031
6172215,40.985,11.887,58.203,471.631,2862500000.0,21.9238,1970,10,31.814024624871294
3147168,16.2,8.5,72.8293,7467.17,23244500000.0,11.8222,1980,10,7.950671842113291
4480199,18.574,10.354,67.643,,,128.749,1990,10,-5.1030322537012305
123243,50.348,21.249,44.142,,,385.637,1970,10,33.790154410392475
35521429,19.6,9.8,70.0976,,,116.145,1980,10,7.158568986624947
29726,,,,21028.4,686787810.0,34.3789,2010,5,22.915965821166655
9539665,47.939,19.22,46.096,199.986,1880770000.0,99.7507,1990,10,17.712592632969816
44968,25.8,10.9,,363.166,16300000.0,128.237,1970,10,-4.160736523750223
182138,36.003,5.848,67.43,1094.71,197454000.0,187.886,2010,5,10.423964246889721
5144623,12.3,11.9,74.8054,26891.4,138000000000.0,121.277,1990,10,3.8104249815778535
38504431,9.9,9.6,73.7488,4492.74,172000000000.0,124.91,2000,10,0.2413280694889375
126803861,9.4,7.7,81.0761,38532.0,4890000000000.0,347.992,2000,10,1.0264435086877994
11290417,11.16,7.721,78.338,5730.35,64328000000.0,105.466,2010,5,0.4382211923616285
1094524,37.604,11.273,55.622,17272.0,16298500000.0,33.6413,2010,5,23.064729507987032
154369924,34.703,8.862,62.82,519.534,73952400000.0,184.651,2000,10,25.966569757461304
8362829,9.4,9.2,80.5805,46858.0,392000000000.0,101.287,2010,5,3.3432705607157582
5267970,25.405,7.214,66.657,4439.2,22583200000.0,10.8255,2010,5,9.462107794843174
43097,26.8,11.3,,1584.52,68459200.0,166.173,1980,10,-5.71037427199109
71371371,25.958,6.548,68.602,1450.48,99838500000.0,69.1462,2000,10,22.25127775673526
4227820,35.865,7.337,64.293,241.876,1009460000.0,34.6804,1990,10,21.17881082922168
194454498,30.082,7.568,65.264,988.754,177000000000.0,232.753,2010,5,8.492886598077048
27075,,,,,,136.815,1970,10,21.462603878116344
546080,20.485,7.017,70.465,8255.8,4368400000.0,3.39187,2010,5,5.382910928801641
282507,21.385,4.635,70.173,2234.58,624337000.0,931.327,2000,10,27.987979058925973
8190337,14.5,5.8,66.763,655.097,5272620000.0,97.4348,2000,10,12.781708493801903
107995,29.605,7.031,65.769,1516.81,156121000.0,127.07,2010,5,8.067040140747258
3599637,9.8,11.1,72.0195,3297.35,11539200000.0,55.8318,2000,10,-12.796234731446532
14130387,12.8,8.1,75.7432,13791.9,195000000000.0,419.129,1980,10,5.761774252892012
1909177,50.993,13.115,56.052,,,1.21255,1970,10,55.18309721937777
3419461,36.502,8.33,62.527,1241.43,4337790000.0,3.39012,2010,5,15.404737764226583
26027,18.6085,4.0635,,,,105.467,1990,10,52.37253621239481
28765,13.2,6.8,,49375.3,1421470000.0,179.931,1990,10,14.813140969928734
2449968,26.255,4.946,72.982,2603.85,6433970000.0,33.2385,1990,10,22.521232930389296
16673586,45.318,13.175,54.253,392.415,7459830000.0,,1980,10,26.49280124863362
244016173,20.795,6.653,69.205,3122.36,755000000000.0,133.494,2010,5,6.178195819831991
20335211,10.5,12.8,73.4585,8209.92,166000000000.0,88.0107,2010,5,-2.1102903726939446
160952853,41.341,14.27,50.896,2292.45,363000000000.0,174.032,2010,5,14.316572567992939
435628,13.1,8.6,77.8732,48736.0,21263500000.0,179.547,2000,10,16.399772282773377
26823,,,,40124.5,1101900000.0,457.7,2000,10,17.83916787831339
2044174,17.724,7.547,71.152,2354.26,4699650000.0,78.4989,1990,10,-0.305159932569341
4251573,11.298,11.715,67.006,354.004,1288430000.0,126.74,2000,10,-13.486467244005926
25518074,32.13,6.207,66.938,2408.69,62045100000.0,10.8151,1990,10,20.599309336590217
8721465,49.024,15.489,50.869,,,14.1427,2000,10,37.89711934864154
245453,32.262,5.526,69.123,2966.86,700804000.0,19.3774,2010,5,12.623598000431855
5008035,39.833,12.756,53.491,302.206,1488190000.0,90.5387,2000,10,31.226219465319232
4019956,37.053,9.662,59.6,513.446,1997999999.0,40.4003,2010,5,14.735808053620486
1361999,15.8,11.2,69.9371,,,32.0848,1970,10,8.442296947354587
684977,41.136,13.686,53.279,1725.55,1046000000.0,21.6107,2000,10,59.78989075545602
587207,27.066,8.838,60.884,743.05,439158000.0,14.8498,2000,10,20.147750282268433
7822435,10.3,8.0,82.2463,74605.7,584000000000.0,198.019,2010,5,5.871534886515516
6029700,50.619,23.872,40.914,,,4.72477,1970,10,38.15027281622634
56756561,10.0,9.6,76.9707,20757.1,1180000000000.0,192.85,1990,10,0.3697123227744542
17973650,20.471,6.325,66.186,,,145.105,1980,10,15.722310159594741
5202918,47.319,11.537,56.913,356.23,1884206300.0,13.6727,1970,10,35.49946395465006
1909177,50.993,13.115,56.052,,,1.21255,1970,10,55.18309721937777
5425317,32.003,9.491,63.141,,,62.2472,1970,10,17.653217314306243
43748556,39.017,12.108,58.332,500.355,21669900000.0,43.507,1980,10,30.780613650425398
62760039,12.9,8.9,80.4024,39079.8,2450000000000.0,259.44,2010,5,3.926582964679165
4803254,22.2,6.8,76.6073,12644.9,58925400000.0,215.342,1990,10,27.350292114470733
2689391,14.2,13.1,69.2732,,,42.8187,1990,10,-11.03822389529823
148599,26.2,7.2,66.5695,8443.11,1182460000.0,7.66138,1980,10,19.29017018957059
316955,41.467,25.969,39.848,218.208,66331400.0,10.8371,1970,10,-10.8677888028269
3497834,47.677,20.807,43.841,69.7693,242733000.0,135.478,1970,10,23.300133739908755
255019,18.7,6.7,78.0363,25423.1,6478460000.0,2.54191,1990,10,10.369031327077591
130093010,14.672,8.85,68.1337,,,7.95634,1970,10,6.275825273010441
2824061,22.1,8.8,71.2732,2356.54,6623530000.0,10.6745,1970,10,11.441218868855877
182159874,25.813,8.339,62.32,585.077,106000000000.0,100.142,1990,10,17.51897731330227
1017462,49.744,10.053,59.758,5181.81,5981760000.0,3.72981,1980,10,77.35541966186452
696828385,36.167,13.29,53.814,266.578,186000000000.0,235.085,1980,10,24.916289826511587
19616530,38.458,12.839,54.404,191.879,3627560000.0,132.206,1990,10,25.197983537353448
536758,37.497,9.501,59.46,645.819,350264000.0,291.433,2000,10,22.21969677210214
3292224,16.329,9.417,74.731,6875.02,22823300000.0,18.9678,2000,10,1.8354461907816724
6931258,28.564,3.832,73.428,3656.45,26551500000.0,81.7925,2010,5,36.97724136080348
3896367,49.736,20.162,44.696,58.5252,219900006.0,152.305,1970,10,34.677559891047224
107995,29.605,7.031,65.769,1516.81,156121000.0,127.07,2010,5,8.067040140747258
67541860,47.217,19.001,46.942,140.003,8992720000.0,493.451,1970,10,24.26333091804105
8582950,16.3,9.1,71.2563,,,76.7384,1970,10,4.63309235169726
2782753,47.73,14.946,52.522,266.136,723000000.0,24.2797,1970,10,35.764474964181154
11430520,44.824,14.072,53.362,946.646,11151600000.0,24.9203,1990,10,32.028936566315444
3275333,16.494,1.869,74.327,33291.4,104000000000.0,44.1293,2000,10,158.95904324842695
1088486,30.694,6.505,67.186,3656.95,3998960000.0,73.5389,2010,5,10.778916770633707
52019,20.3,7.6,70.29,3387.27,186300000.0,1018.52,1970,10,2.9719910032872603
10007346,11.7,10.3,73.9659,7885.39,78721600000.0,109.106,1990,10,2.9306471466061033
3022209,18.2,4.7,75.2951,11861.8,36144300000.0,4547.96,1990,10,34.127123570871504
4103240,21.063,10.846,64.951,,,118.299,1980,10,9.18686208947076
4669708,56.948,28.442,35.883,144.085,649917000.0,3.56094,1970,10,32.19621012705719
2737619,24.8,6.7,71.5355,1852.35,5034700000.0,306.426,1970,10,17.422037179023086
5768613,22.492,5.408,72.653,4355.93,27216000000.0,15.7262,2010,5,7.095934499332855
1396989,43.938,15.332,50.725,207.223,274961000.0,3.88546,1970,10,30.942763328845107
11894727,46.603,14.598,50.89,891.699,10657700000.0,9.49185,2010,5,18.878508098588558
283788,16.801,5.011,75.611,,,72.8019,2010,5,2.8186533609595896
5855734,23.558,5.063,72.428,1503.87,8758620000.0,48.3968,2010,5,7.562911839916225
38520664,44.108,12.622,54.114,2441.44,94362300000.0,23.7299,1980,10,44.840776887958114
7935022,9.8,13.8,71.5829,870.136,6540250000.0,85.9404,2000,10,-3.5447160701003724
8548406,14.5,11.1,77.5368,30196.1,258000000000.0,20.8579,1990,10,3.774235804897428
14718422,40.292,10.789,55.564,478.669,6959660000.0,154.217,2010,5,15.086671655426104
3691209,29.6,9.869,62.9038,,,18.8603,1980,10,19.05947346790713
53324036,16.7,9.7,71.5588,2099.91,113000000000.0,182.999,1970,10,5.6361937794806085
15899135,13.0,8.8,77.9878,26149.4,416000000000.0,471.727,2000,10,4.515849447155459
11473087,50.887,15.191,52.557,141.88,1603450000.0,19.857,1970,10,41.0877822158936
32482943,16.8,8.2,69.8683,,,106.645,1970,10,9.354097010237036
3720278,35.465,8.811,62.81,865.789,3189540000.0,7.8394,1990,10,22.816950776259194
56412897,13.4,9.3,76.6,21793.8,1270000000000.0,106.354,1990,10,3.9929805413113244
120343,40.053,11.061,58.247,,,124.176,1990,10,19.420323575114466
1118241,,,,,,,1970,10,29.991656539153905
43748556,39.017,12.108,58.332,500.355,21669900000.0,43.507,1980,10,30.780613650425398
2415276,41.984,17.401,49.153,362.401,797048000.0,3.53038,1980,10,16.31055829644314
83929765,43.039,14.444,52.9,227.752,18138000000.0,611.811,1980,10,27.663470760343483
597192,36.826,20.692,47.125,549.457,323802000.0,2.28709,1970,10,25.433361464989485
10588401,9.6,10.0,79.0268,22538.7,238000000000.0,115.439,2010,5,-2.1057570449022474
778176,31.0,8.415,62.498,773.182,603200000.0,3.96319,1980,10,-3.991384982317625
29726,,,,21028.4,686787810.0,34.3789,2010,5,22.915965821166655
11882762,44.339,15.153,51.003,265.676,3081480000.0,19.9447,1990,10,36.47021626790135
10464749,11.2,10.2,77.4244,19808.1,207000000000.0,135.609,2010,5,0.564265803221845
31988,,,,,,,1980,10,43.9508565712142
591663,42.578,23.222,40.649,111.689,78733600.0,25.069,1970,10,40.52965962042582
5008035,39.833,12.756,53.491,302.206,1488190000.0,90.5387,2000,10,31.226219465319232
3147168,16.2,8.5,72.8293,7467.17,23244500000.0,11.8222,1980,10,7.950671842113291
155446,,,,,,327.477,1990,10,-9.020495863515304
10306508,33.845,7.172,64.595,357.657,3864170000.0,32.8843,1970,10,28.22681552277454
3759170,41.347,19.212,44.19,251.207,914500000.0,5.84357,2000,10,23.96531681195583
12118841,28.058,9.426,58.432,302.577,3677900000.0,68.8604,2000,10,18.52232404072304
9817257,16.177,9.9,69.802,,,47.5399,1980,10,6.22646427612112
2091664,27.934,9.146,60.211,6434.82,12786700000.0,3.50626,2010,5,10.207518989665644
363741,11.4,11.3,72.0726,17113.8,6232010000.0,,1980,10,4.818263544665022
